"family","species","month","year","x","y"
"Felidae","Panthera leo",8,2018,35.430813,-3.073025
"Felidae","Panthera leo",7,2016,34.670898,-2.702076
"Rhinocerotidae","Diceros bicornis",10,2017,35.527408,-3.004147
"Bovidae","Syncerus caffer",8,2018,35.52226,-3.183207
"Elephantidae","Loxodonta africana",2,2018,35.439683,-3.347956
"Felidae","Panthera leo",2,2018,34.971638,-3.073273
"Felidae","Panthera leo",1,2015,35.522092,-3.004072
"Bovidae","Syncerus caffer",8,2016,34.958072,-2.450987
"Bovidae","Syncerus caffer",8,2016,35.558771,-3.33244
"Bovidae","Syncerus caffer",8,2016,34.864282,-2.756578
"Felidae","Panthera leo",8,2016,35.544129,-3.244097
"Felidae","Panthera pardus",2,2015,35.145631,-3.152056
"Elephantidae","Loxodonta africana",8,2018,35.94104,-3.424517
"Felidae","Panthera leo",1,2018,34.929083,-3.049979
"Felidae","Panthera leo",8,2016,36.189558,-3.621867
"Rhinocerotidae","Diceros bicornis",8,2018,35.06393,-1.778844
"Felidae","Panthera pardus",1,2015,35.086915,-3.18506
"Rhinocerotidae","Diceros bicornis",8,2016,34.786176,-2.787629
"Elephantidae","Loxodonta africana",8,2016,35.520293,-3.244456
"Felidae","Panthera leo",7,2016,34.803312,-1.458539
"Elephantidae","Loxodonta africana",1,2015,35.101118,-3.015143
"Felidae","Panthera leo",2,2021,35.173467,-3.049854
"Bovidae","Syncerus caffer",12,2016,35.894497,-3.5862
"Felidae","Panthera leo",8,2016,34.949401,-2.727924
"Elephantidae","Loxodonta africana",8,2016,34.609414,-2.717524
"Elephantidae","Loxodonta africana",1,2015,35.143905,-3.000816
"Elephantidae","Loxodonta africana",2,2018,34.82972,-3.134581
"Felidae","Panthera pardus",10,2017,34.6424,-2.69573
"Felidae","Panthera leo",10,2017,34.959664,-2.70626
"Bovidae","Syncerus caffer",9,2020,35.896543,-3.832763
"Bovidae","Syncerus caffer",1,2015,35.149951,-3.012625
"Felidae","Panthera pardus",2,2018,34.966886,-2.56037
"Felidae","Panthera leo",7,2019,34.925676,-1.5683
"Felidae","Panthera pardus",8,2016,34.763396,-2.774599
"Rhinocerotidae","Diceros bicornis",7,2019,34.791155,-2.769066
"Bovidae","Syncerus caffer",2,2015,35.99571,-3.564128
"Felidae","Panthera leo",9,2016,34.862512,-7.620721
"Felidae","Panthera pardus",7,2019,34.718061,-2.7799
"Felidae","Panthera leo",8,2017,34.608243,-2.733561
"Felidae","Panthera pardus",7,2015,34.862893,-2.42948
"Elephantidae","Loxodonta africana",9,2016,34.887692,-7.741292
"Elephantidae","Loxodonta africana",8,2016,36.061793,-3.630396
"Bovidae","Syncerus caffer",7,2018,35.957433,-3.544967
"Elephantidae","Loxodonta africana",1,2017,34.964101,-3.088389
"Bovidae","Syncerus caffer",7,2016,35.420645,-3.131215
"Felidae","Panthera leo",7,2018,34.916629,-1.68342
"Felidae","Panthera leo",7,2016,35.581911,-3.056128
"Elephantidae","Loxodonta africana",7,2016,35.973286,-3.299962
"Felidae","Panthera pardus",10,2017,34.951146,-1.595055
"Bovidae","Syncerus caffer",7,2016,35.57899,-3.145469
"Felidae","Panthera leo",1,2015,35.16439,-3.159472
"Bovidae","Syncerus caffer",2,2018,34.732068,-2.415045
"Elephantidae","Loxodonta africana",1,2018,35.161976,-3.124042
"Elephantidae","Loxodonta africana",7,2018,35.515623,-3.095325
"Rhinocerotidae","Diceros bicornis",1,2018,35.489909,-3.289865
"Rhinocerotidae","Diceros bicornis",7,2016,35.551813,-3.14425
"Felidae","Panthera leo",7,2018,35.76702,-3.042186
"Felidae","Panthera leo",10,2017,35.759129,-3.426131
"Felidae","Panthera leo",1,2015,34.870075,-2.888625
"Felidae","Panthera pardus",8,2017,34.928296,-1.695828
"Rhinocerotidae","Diceros bicornis",1,2018,35.541961,-3.150061
"Elephantidae","Loxodonta africana",2,2018,36.017082,-3.752058
"Elephantidae","Loxodonta africana",8,2016,34.641065,-2.485781
"Rhinocerotidae","Diceros bicornis",8,2016,35.543366,-3.353907
"Elephantidae","Loxodonta africana",7,2016,35.439584,-3.15819
"Felidae","Panthera pardus",1,2020,34.817257,-3.073543
"Felidae","Panthera leo",1,2018,34.984872,-2.897313
"Rhinocerotidae","Diceros bicornis",7,2018,35.538046,-3.042288
"Bovidae","Syncerus caffer",7,2016,35.939153,-3.520233
"Bovidae","Syncerus caffer",10,2017,35.641809,-3.019008
"Elephantidae","Loxodonta africana",8,2016,35.706956,-3.58815
"Bovidae","Syncerus caffer",1,2018,34.812497,-3.154051
"Elephantidae","Loxodonta africana",2,2018,36.012886,-3.843684
"Elephantidae","Loxodonta africana",8,2013,36.119603,-3.660873
"Elephantidae","Loxodonta africana",8,2013,36.130387,-3.667203
"Elephantidae","Loxodonta africana",8,2013,36.00799,-3.969012
"Elephantidae","Loxodonta africana",8,2013,36.166257,-4.083338
"Elephantidae","Loxodonta africana",8,2013,36.065154,-3.717716
"Elephantidae","Loxodonta africana",8,2013,36.113134,-4.044219
"Elephantidae","Loxodonta africana",8,2013,36.147289,-3.667583
"Felidae","Panthera leo",8,2013,36.154535,-3.767223
"Felidae","Panthera leo",8,2013,36.165306,-3.69098
"Elephantidae","Loxodonta africana",8,2013,36.167374,-4.043506
"Felidae","Panthera leo",2,2009,34.802471,-2.037709
"Bovidae","Syncerus caffer",1,2017,35.939645,-3.552219
"Elephantidae","Loxodonta africana",1,2017,36.167428,-4.376416
"Bovidae","Syncerus caffer",9,2017,36.701611,-3.370068
"Felidae","Panthera pardus",9,2017,36.011059,-4.184923
"Elephantidae","Loxodonta africana",1,2017,36.182702,-4.014835
"Elephantidae","Loxodonta africana",2,2009,34.723077,-2.299109
"Elephantidae","Loxodonta africana",2,2009,35.681939,-3.407715
"Felidae","Panthera leo",9,2013,34.952242,-2.678903
"Felidae","Panthera leo",3,2021,35.809682,-3.947448
"Felidae","Panthera leo",3,2021,34.864046,-2.519891
"Bovidae","Syncerus caffer",3,2021,35.900461,-3.93808
"Rhinocerotidae","Diceros bicornis",1,2017,35.649394,-3.039907
"Felidae","Panthera leo",12,2020,37.580595,-8.849148
"Elephantidae","Loxodonta africana",3,2021,35.821818,-3.947824
"Elephantidae","Loxodonta africana",3,2019,36.041502,-2.141466
"Felidae","Panthera leo",8,2014,34.819491,-2.593374
"Felidae","Panthera leo",2,2021,37.142818,-7.392689
"Elephantidae","Loxodonta africana",8,2014,34.91087,-2.489102
"Felidae","Panthera leo",3,2021,37.182045,-7.434746
"Elephantidae","Loxodonta africana",8,2014,34.986401,-2.425772
"Felidae","Panthera pardus",8,2014,34.922243,-2.411817
"Bovidae","Syncerus caffer",12,2015,35.452894,-3.119658
"Elephantidae","Loxodonta africana",2,2021,35.932192,-3.862872
"Felidae","Panthera pardus",2,2021,35.893667,-3.946878
"Bovidae","Syncerus caffer",8,2014,34.950191,-2.551073
"Bovidae","Syncerus caffer",3,2021,37.106166,-7.486727
"Felidae","Panthera leo",2,2021,35.84112,-3.969291
"Felidae","Panthera leo",2,2021,35.902274,-3.8546
"Bovidae","Syncerus caffer",8,2014,35.495936,-3.362539
"Felidae","Panthera leo",2,2021,35.806719,-3.853469
"Bovidae","Syncerus caffer",12,2015,36.630016,-3.297389
"Felidae","Panthera leo",12,2015,35.429272,-3.033974
"Bovidae","Syncerus caffer",2,2021,35.633761,-3.532541
"Bovidae","Syncerus caffer",12,2015,34.439944,-2.285162
"Elephantidae","Loxodonta africana",1,2020,35.478906,-3.088287
"Elephantidae","Loxodonta africana",8,2012,35.423869,-3.191541
"Felidae","Panthera leo",8,2012,35.4547,-3.151151
"Felidae","Panthera pardus",4,2009,34.500511,-8.696361
"Felidae","Panthera leo",8,2012,35.563706,-3.000076
"Felidae","Panthera leo",12,2015,35.804254,-3.817052
"Elephantidae","Loxodonta africana",8,2019,35.837841,-3.975909
"Rhinocerotidae","Diceros bicornis",2,2021,35.498267,-3.183965
"Felidae","Panthera leo",8,2019,35.551603,-3.146236
"Bovidae","Syncerus caffer",12,2015,35.96422,-3.423722
"Felidae","Panthera leo",1,2020,35.879234,-3.849566
"Elephantidae","Loxodonta africana",3,2021,36.873869,-7.56297
"Bovidae","Syncerus caffer",8,2019,35.839652,-3.971664
"Elephantidae","Loxodonta africana",2,2021,35.634299,-3.572873
"Elephantidae","Loxodonta africana",2,2020,35.916468,-3.617158
"Elephantidae","Loxodonta africana",12,2015,35.987064,-3.899059
"Felidae","Panthera leo",8,2012,35.561098,-3.073598
"Felidae","Panthera leo",8,2012,35.597905,-3.141071
"Elephantidae","Loxodonta africana",12,2015,35.901647,-3.833077
"Bovidae","Syncerus caffer",8,2012,35.464931,-3.136643
"Felidae","Panthera pardus",8,2019,34.991281,-2.431706
"Felidae","Panthera leo",8,2012,35.50076,-3.102465
"Elephantidae","Loxodonta africana",8,2012,35.407683,-3.193823
"Bovidae","Syncerus caffer",1,2020,35.497301,-3.048787
"Bovidae","Syncerus caffer",8,2012,35.470646,-3.082438
"Felidae","Panthera leo",8,2012,35.534629,-3.129483
"Felidae","Panthera leo",9,2017,34.879076,-2.781035
"Elephantidae","Loxodonta africana",12,2007,34.892554,-2.217088
"Felidae","Panthera pardus",12,2007,34.8926,-2.392284
"Elephantidae","Loxodonta africana",9,2017,34.961261,-2.205633
"Bovidae","Syncerus caffer",9,2017,34.874644,-2.386947
"Bovidae","Syncerus caffer",8,2012,34.906496,-2.207014
"Felidae","Panthera leo",12,2007,34.904365,-2.26647
"Felidae","Panthera leo",9,2017,34.913446,-2.252978
"Elephantidae","Loxodonta africana",9,2017,35.521121,-3.017925
"Bovidae","Syncerus caffer",8,2018,34.29979,-2.292498
"Elephantidae","Loxodonta africana",9,2017,34.894964,-2.242151
"Elephantidae","Loxodonta africana",2,2021,35.533882,-3.063879
"Elephantidae","Loxodonta africana",9,2017,34.828443,-2.389312
"Felidae","Panthera leo",9,2017,35.472908,-3.286372
"Felidae","Panthera leo",9,2017,35.509956,-3.04783
"Bovidae","Syncerus caffer",9,2017,34.860062,-2.360623
"Felidae","Panthera leo",9,2017,34.808592,-2.24303
"Elephantidae","Loxodonta africana",9,2017,34.84689,-2.380419
"Felidae","Panthera leo",9,2017,34.948059,-2.329708
"Felidae","Panthera pardus",9,2017,34.876688,-2.276262
"Elephantidae","Loxodonta africana",9,2017,34.878769,-2.359287
"Elephantidae","Loxodonta africana",2,2021,35.134452,-2.466134
"Felidae","Panthera leo",8,2018,35.429388,-3.135822
"Elephantidae","Loxodonta africana",9,2017,34.852746,-2.208775
"Felidae","Panthera leo",8,2018,34.239026,-2.068057
"Felidae","Panthera leo",2,2018,35.089259,-3.004298
"Felidae","Panthera pardus",7,2017,34.661846,-1.817538
"Felidae","Panthera leo",2,2011,35.756137,-3.191329
"Elephantidae","Loxodonta africana",2,2011,35.445706,-3.172789
"Bovidae","Syncerus caffer",2,2011,36.922601,-3.238865
"Felidae","Panthera pardus",2,2011,35.514433,-3.097491
"Bovidae","Syncerus caffer",7,2017,34.924491,-2.38564
"Bovidae","Syncerus caffer",7,2008,34.839114,-2.395172
"Bovidae","Syncerus caffer",10,2007,36.985919,-3.357878
"Elephantidae","Loxodonta africana",11,2011,38.331717,-7.743352
"Elephantidae","Loxodonta africana",8,2020,35.906155,-3.858126
"Felidae","Panthera pardus",7,2008,34.81247,-2.271097
"Felidae","Panthera leo",7,2008,34.830067,-2.470677
"Felidae","Panthera leo",11,2011,38.035014,-7.647561
"Felidae","Panthera leo",10,2007,34.922657,-2.753491
"Felidae","Panthera leo",7,2008,34.81089,-2.326217
"Elephantidae","Loxodonta africana",7,2008,36.193673,-3.697849
"Felidae","Panthera leo",10,2007,34.880856,-2.547985
"Felidae","Panthera leo",7,2008,34.94298,-2.555714
"Elephantidae","Loxodonta africana",10,2007,34.884569,-2.561841
"Felidae","Panthera leo",8,2020,35.469337,-3.196208
"Elephantidae","Loxodonta africana",3,2015,34.946377,-2.490632
"Felidae","Panthera leo",3,2015,34.823475,-2.568144
"Bovidae","Syncerus caffer",10,2007,34.948316,-2.40778
"Felidae","Panthera leo",10,2007,34.964906,-2.604411
"Felidae","Panthera leo",7,2008,34.883971,-2.658131
"Elephantidae","Loxodonta africana",7,2008,36.070187,-3.620566
"Elephantidae","Loxodonta africana",2,2020,35.994173,-3.449668
"Elephantidae","Loxodonta africana",10,2007,34.937782,-2.546635
"Felidae","Panthera leo",3,2015,34.886749,-2.25104
"Elephantidae","Loxodonta africana",4,2015,36.111855,-3.520641
"Felidae","Panthera leo",10,2007,34.920135,-2.433806
"Elephantidae","Loxodonta africana",7,2008,34.924711,-2.896623
"Elephantidae","Loxodonta africana",7,2010,35.823122,-3.738911
"Felidae","Panthera leo",10,2007,34.805365,-2.673642
"Felidae","Panthera leo",7,2008,34.819014,-2.561687
"Elephantidae","Loxodonta africana",10,2007,36.170474,-3.68278
"Bovidae","Syncerus caffer",7,2008,34.845798,-2.216684
"Bovidae","Syncerus caffer",10,2007,35.496633,-3.343599
"Felidae","Panthera leo",11,2011,38.256873,-7.750133
"Felidae","Panthera leo",3,2015,34.936414,-2.346335
"Felidae","Panthera pardus",3,2015,34.944572,-2.337196
"Felidae","Panthera leo",3,2015,34.849753,-2.583322
"Elephantidae","Loxodonta africana",4,2015,36.083966,-3.493003
"Felidae","Panthera leo",3,2015,34.842544,-2.310144
"Felidae","Panthera leo",4,2015,36.12065,-3.498208
"Felidae","Panthera pardus",3,2015,34.87676,-2.200934
"Elephantidae","Loxodonta africana",4,2015,34.960264,-2.42792
"Elephantidae","Loxodonta africana",3,2015,35.933242,-3.512893
"Bovidae","Syncerus caffer",4,2018,35.556896,-3.104604
"Felidae","Panthera leo",3,2015,35.810605,-3.80245
"Felidae","Panthera leo",10,2018,37.027865,-7.259031
"Felidae","Panthera leo",3,2015,35.998364,-3.9545
"Elephantidae","Loxodonta africana",3,2015,35.904367,-3.827873
"Elephantidae","Loxodonta africana",10,2018,37.018979,-7.359749
"Elephantidae","Loxodonta africana",10,2018,37.026861,-7.253302
"Felidae","Panthera leo",4,2018,35.064758,-2.907769
"Rhinocerotidae","Diceros bicornis",3,2015,35.781397,-3.130871
"Elephantidae","Loxodonta africana",3,2015,35.675019,-3.179926
"Bovidae","Syncerus caffer",3,2015,35.883889,-3.99118
"Felidae","Panthera pardus",4,2018,35.022085,-2.841407
"Felidae","Panthera leo",3,2015,35.453775,-3.128444
"Bovidae","Syncerus caffer",3,2015,35.453081,-3.154179
"Elephantidae","Loxodonta africana",4,2018,35.557582,-3.052334
"Felidae","Panthera pardus",3,2015,35.974093,-3.863286
"Elephantidae","Loxodonta africana",3,2015,35.854559,-3.977104
"Bovidae","Syncerus caffer",4,2018,36.739738,-3.23018
"Elephantidae","Loxodonta africana",4,2018,35.064986,-2.90673
"Felidae","Panthera leo",4,2018,35.113979,-2.853778
"Bovidae","Syncerus caffer",4,2018,35.042812,-2.986121
"Felidae","Panthera leo",4,2018,34.840398,-3.194356
"Bovidae","Syncerus caffer",4,2012,35.440298,-3.003248
"Felidae","Panthera leo",4,2012,35.407774,-3.159544
"Rhinocerotidae","Diceros bicornis",4,2012,35.541614,-3.182969
"Rhinocerotidae","Diceros bicornis",2,2019,35.568138,-3.008925
"Felidae","Panthera leo",11,2019,35.56543,-3.094586
"Felidae","Panthera leo",8,2019,37.135724,-7.430971
"Bovidae","Syncerus caffer",8,2019,37.17911,-7.478374
"Felidae","Panthera leo",8,2019,37.189947,-7.404996
"Felidae","Panthera leo",8,2019,37.141713,-7.57754
"Elephantidae","Loxodonta africana",8,2019,37.080564,-7.46468
"Bovidae","Syncerus caffer",8,2019,37.011928,-7.468168
"Rhinocerotidae","Diceros bicornis",2,2020,35.410125,-3.19808
"Bovidae","Syncerus caffer",6,2018,35.99431,-3.437183
"Bovidae","Syncerus caffer",2,2020,35.559059,-3.117322
"Felidae","Panthera leo",2,2020,34.601775,-2.299574
"Bovidae","Syncerus caffer",11,2020,35.173008,-7.838574
"Elephantidae","Loxodonta africana",6,2018,35.597341,-3.096111
"Rhinocerotidae","Diceros bicornis",6,2018,35.562972,-3.10742
"Bovidae","Syncerus caffer",8,2018,35.874641,-3.834382
"Bovidae","Syncerus caffer",4,2006,37.02991,-7.486415
"Elephantidae","Loxodonta africana",4,2006,37.080275,-7.537314
"Elephantidae","Loxodonta africana",4,2006,37.190463,-7.531954
"Felidae","Panthera leo",7,2008,35.564108,-3.053074
"Felidae","Panthera leo",8,2010,34.81469,-2.524381
"Bovidae","Syncerus caffer",8,2010,34.999722,-2.424002
"Elephantidae","Loxodonta africana",7,2008,35.902323,-3.488242
"Elephantidae","Loxodonta africana",8,2010,34.963538,-2.535878
"Elephantidae","Loxodonta africana",2,2020,34.852517,-2.495007
"Elephantidae","Loxodonta africana",7,2010,35.977516,-3.757516
"Elephantidae","Loxodonta africana",7,2010,36.075147,-4.12083
"Felidae","Panthera leo",8,2010,35.408368,-3.107793
"Felidae","Panthera leo",7,2008,35.882024,-3.20022
"Felidae","Panthera leo",8,2010,35.485649,-3.221185
"Felidae","Panthera leo",8,2010,34.908445,-2.738568
"Elephantidae","Loxodonta africana",7,2010,36.041991,-4.13461
"Felidae","Panthera pardus",8,2010,34.92875,-2.489581
"Felidae","Panthera leo",2,2009,35.535308,-3.15629
"Bovidae","Syncerus caffer",2,2009,34.886679,-2.269809
"Felidae","Panthera leo",2,2009,34.88264,-2.273522
"Felidae","Panthera pardus",2,2009,34.964728,-2.222674
"Felidae","Panthera leo",9,2020,35.572714,-7.223226
"Elephantidae","Loxodonta africana",2,2009,35.522397,-3.138259
"Elephantidae","Loxodonta africana",2,2009,34.952789,-2.259867
"Elephantidae","Loxodonta africana",2,2009,35.939197,-3.751504
"Bovidae","Syncerus caffer",9,2020,35.544395,-3.361844
"Bovidae","Syncerus caffer",2,2009,35.414424,-3.123644
"Felidae","Panthera pardus",7,2008,34.838048,-2.566551
"Felidae","Panthera leo",6,2014,34.884134,-2.569478
"Rhinocerotidae","Diceros bicornis",11,2017,35.554644,-3.169377
"Elephantidae","Loxodonta africana",12,2018,34.68682,-2.215162
"Felidae","Panthera leo",12,2018,35.550902,-3.282807
"Felidae","Panthera pardus",12,2018,34.823243,-2.638378
"Rhinocerotidae","Diceros bicornis",12,2018,35.418785,-3.264863
"Felidae","Panthera pardus",12,2018,34.857098,-2.561661
"Felidae","Panthera leo",12,2018,34.969885,-2.701942
"Bovidae","Syncerus caffer",12,2018,35.941143,-3.400413
"Felidae","Panthera pardus",11,2001,34.864017,-2.203977
"Bovidae","Syncerus caffer",12,2018,35.557307,-3.203799
"Elephantidae","Loxodonta africana",1,2020,34.836289,-2.77043
"Bovidae","Syncerus caffer",2,2015,35.087435,-1.719674
"Felidae","Panthera leo",4,2010,34.892339,-2.718459
"Felidae","Panthera leo",4,2010,35.102369,-2.778629
"Felidae","Panthera leo",4,2010,35.039931,-2.700717
"Felidae","Panthera leo",4,2010,34.926757,-2.724785
"Felidae","Panthera leo",12,2018,35.434317,-3.238274
"Elephantidae","Loxodonta africana",4,2010,34.91719,-2.358599
"Felidae","Panthera leo",3,2010,35.842548,-3.977729
"Elephantidae","Loxodonta africana",4,2010,35.996872,-3.949707
"Felidae","Panthera pardus",1,2020,34.976819,-2.629201
"Elephantidae","Loxodonta africana",4,2010,34.916594,-2.29612
"Elephantidae","Loxodonta africana",4,2010,35.469154,-3.166585
"Elephantidae","Loxodonta africana",12,2018,35.920284,-3.664758
"Elephantidae","Loxodonta africana",3,2010,35.991355,-3.987687
"Felidae","Panthera leo",4,2010,35.50773,-3.206879
"Elephantidae","Loxodonta africana",3,2010,35.926733,-3.887932
"Felidae","Panthera leo",4,2010,35.412864,-3.231014
"Felidae","Panthera leo",4,2010,35.80015,-3.919313
"Elephantidae","Loxodonta africana",3,2010,35.92486,-3.905942
"Felidae","Panthera pardus",4,2010,34.963772,-2.388702
"Elephantidae","Loxodonta africana",4,2010,35.568631,-3.141277
"Elephantidae","Loxodonta africana",4,2010,35.585507,-3.197729
"Felidae","Panthera leo",2,2011,34.859585,-7.691319
"Elephantidae","Loxodonta africana",9,2007,34.403588,-2.022466
"Felidae","Panthera leo",9,2007,35.027304,-2.286607
"Rhinocerotidae","Diceros bicornis",12,2019,35.438608,-3.006652
"Felidae","Panthera leo",3,2010,35.896463,-3.87299
"Bovidae","Syncerus caffer",9,2007,35.471964,-3.306782
"Felidae","Panthera leo",12,2019,35.471317,-3.098589
"Elephantidae","Loxodonta africana",10,2016,35.833354,-3.80689
"Elephantidae","Loxodonta africana",12,2019,35.561388,-3.167818
"Bovidae","Syncerus caffer",6,2005,35.55407,-3.103092
"Elephantidae","Loxodonta africana",9,2007,35.519957,-3.217619
"Rhinocerotidae","Diceros bicornis",9,2007,35.52076,-3.395022
"Bovidae","Syncerus caffer",5,2014,35.573357,-3.06961
"Elephantidae","Loxodonta africana",8,2019,38.161863,-4.082767
"Felidae","Panthera leo",9,2007,34.783976,-1.963402
"Felidae","Panthera pardus",9,2007,35.138728,-2.143444
"Rhinocerotidae","Diceros bicornis",6,2005,35.430361,-3.102246
"Bovidae","Syncerus caffer",9,2007,34.971674,-2.307829
"Elephantidae","Loxodonta africana",9,2007,35.874973,-3.839217
"Felidae","Panthera pardus",10,2017,34.914981,-2.546371
"Bovidae","Syncerus caffer",10,2016,35.927033,-3.860441
"Bovidae","Syncerus caffer",3,2020,35.827657,-3.410023
"Bovidae","Syncerus caffer",3,2020,35.511916,-3.175611
"Bovidae","Syncerus caffer",7,2014,35.671585,-3.049319
"Bovidae","Syncerus caffer",3,2020,35.725658,-3.560507
"Bovidae","Syncerus caffer",3,2020,35.560772,-3.175204
"Bovidae","Syncerus caffer",7,2019,35.591025,-3.159496
"Bovidae","Syncerus caffer",3,2020,34.91365,-2.715374
"Bovidae","Syncerus caffer",7,2019,35.836775,-3.410217
"Bovidae","Syncerus caffer",2,2019,35.830075,-3.4151
"Bovidae","Syncerus caffer",3,2020,36.876076,-3.236019
"Bovidae","Syncerus caffer",4,2018,35.832573,-3.377261
"Bovidae","Syncerus caffer",8,2018,35.585113,-3.147822
"Bovidae","Syncerus caffer",1,2013,35.57,-3.25
"Bovidae","Syncerus caffer",3,2020,36.845698,-3.232528
"Bovidae","Syncerus caffer",1,2013,35.65,-3.15
"Bovidae","Syncerus caffer",1,2013,35.51,-3.2
"Bovidae","Syncerus caffer",1,2013,35.53,-3.17
"Bovidae","Syncerus caffer",3,2020,36.892072,-3.233351
"Bovidae","Syncerus caffer",7,2019,35.834746,-3.414526
"Bovidae","Syncerus caffer",5,2015,36.874473,-3.2701
"Bovidae","Syncerus caffer",1,2013,35.61,-3.16
"Bovidae","Syncerus caffer",7,2016,35.835715,-3.418239
"Bovidae","Syncerus caffer",10,2012,34.584672,-7.49664
"Bovidae","Syncerus caffer",3,2020,35.793575,-3.458144
"Bovidae","Syncerus caffer",4,2018,35.832573,-3.377261
"Bovidae","Syncerus caffer",10,2010,34.752202,-2.627097
"Bovidae","Syncerus caffer",7,2018,35.740077,-3.620641
"Bovidae","Syncerus caffer",12,2018,37.129425,-7.341788
"Bovidae","Syncerus caffer",9,2012,35.589638,-3.171551
"Bovidae","Syncerus caffer",9,2018,34.911608,-1.569631
"Bovidae","Syncerus caffer",9,2018,35.222526,-1.851605
"Bovidae","Syncerus caffer",8,2018,36.845306,-3.232702
"Bovidae","Syncerus caffer",12,2010,34.759899,-2.425109
"Bovidae","Syncerus caffer",7,2011,36.23703,-3.691253
"Bovidae","Syncerus caffer",7,2014,36.052151,-3.864992
"Bovidae","Syncerus caffer",3,2017,35.7832,-3.4866
"Bovidae","Syncerus caffer",9,2017,37.9828,-7.6985
"Bovidae","Syncerus caffer",12,2011,35.631284,-3.112073
"Bovidae","Syncerus caffer",12,2011,36.764997,-3.25209
"Bovidae","Syncerus caffer",3,2020,36.876382,-3.305275
"Bovidae","Syncerus caffer",11,2016,36.047574,-3.785253
"Bovidae","Syncerus caffer",8,2013,34.691176,-2.43139
"Bovidae","Syncerus caffer",8,2015,35.555949,-3.152733
"Bovidae","Syncerus caffer",8,2013,34.718632,-2.602183
"Bovidae","Syncerus caffer",8,2013,34.691176,-2.43139
"Bovidae","Syncerus caffer",8,2018,36.873974,-3.304324
"Bovidae","Syncerus caffer",8,2013,36.096053,-3.930042
"Bovidae","Syncerus caffer",8,2015,34.836302,-2.304379
"Bovidae","Syncerus caffer",7,2014,35.653757,-3.14401
"Bovidae","Syncerus caffer",9,2013,33.930903,-2.157478
"Bovidae","Syncerus caffer",7,2014,34.758379,-2.632319
"Bovidae","Syncerus caffer",10,2010,35.00453,-7.619934
"Bovidae","Syncerus caffer",7,2014,36.845754,-3.232081
"Bovidae","Syncerus caffer",1,2013,34.83,-2.3
"Bovidae","Syncerus caffer",7,2014,34.762436,-2.63409
"Bovidae","Syncerus caffer",7,2014,36.876622,-3.305341
"Bovidae","Syncerus caffer",7,2014,36.052151,-3.864992
"Bovidae","Syncerus caffer",7,2011,36.847801,-3.228271
"Bovidae","Syncerus caffer",10,2010,34.762695,-2.633881
"Bovidae","Syncerus caffer",6,2005,34.752873,-1.99309
"Bovidae","Syncerus caffer",1,2006,34.531223,-2.312088
"Bovidae","Syncerus caffer",9,2008,36.754761,-3.33247
"Bovidae","Syncerus caffer",7,2010,34.743633,-7.427925
"Bovidae","Syncerus caffer",1,2013,35.52,-3.23
"Bovidae","Syncerus caffer",7,2015,35.671585,-3.049319
"Bovidae","Syncerus caffer",1,2013,35.64,-3.16
"Bovidae","Syncerus caffer",9,2010,36.820159,-3.241648
"Bovidae","Syncerus caffer",7,2010,35.810173,-3.436669
"Bovidae","Syncerus caffer",9,2018,36.866253,-3.237593
"Bovidae","Syncerus caffer",11,2014,38.021792,-7.684437
"Bovidae","Syncerus caffer",7,2010,36.764997,-3.25209
"Bovidae","Syncerus caffer",7,2016,35.578738,-3.13169
"Bovidae","Syncerus caffer",12,2016,36.92669,-3.302085
"Bovidae","Syncerus caffer",7,2016,34.798881,-2.443547
"Bovidae","Syncerus caffer",8,2018,36.872922,-3.303471
"Bovidae","Syncerus caffer",7,2012,37.218903,-7.363095
"Bovidae","Syncerus caffer",12,2016,36.79085,-3.22923
"Bovidae","Syncerus caffer",7,2014,34.584672,-7.49664
"Bovidae","Syncerus caffer",7,2014,36.845754,-3.232081
"Bovidae","Syncerus caffer",2,2017,36.086739,-3.908154
"Bovidae","Syncerus caffer",7,2016,34.802619,-2.428679
"Bovidae","Syncerus caffer",7,2014,36.876622,-3.305341
"Bovidae","Syncerus caffer",10,2012,36.764997,-3.25209
"Bovidae","Syncerus caffer",9,2018,35.136144,-1.692117
"Bovidae","Syncerus caffer",8,2018,34.802584,-2.438004
"Bovidae","Syncerus caffer",3,2020,36.855189,-3.231384
"Bovidae","Syncerus caffer",12,2016,36.764997,-3.25209
"Bovidae","Syncerus caffer",1,2013,35.55,-3.23
"Bovidae","Syncerus caffer",1,2013,35.48,-3.19
"Bovidae","Syncerus caffer",7,2019,35.639364,-3.158042
"Bovidae","Syncerus caffer",7,2019,34.471782,-2.240878
"Bovidae","Syncerus caffer",2,2017,38.096814,-7.69159
"Bovidae","Syncerus caffer",12,2016,36.846699,-3.232781
"Bovidae","Syncerus caffer",3,2017,36.864792,-3.238451
"Bovidae","Syncerus caffer",7,2012,34.584672,-7.49664
"Bovidae","Syncerus caffer",8,2009,34.455622,-1.713602
"Bovidae","Syncerus caffer",7,2011,36.875503,-3.303251
"Bovidae","Syncerus caffer",7,2011,34.848418,-2.426652
"Bovidae","Syncerus caffer",7,2014,34.69021,-2.590974
"Bovidae","Syncerus caffer",7,2011,34.857666,-2.419856
"Bovidae","Syncerus caffer",7,2011,35.591412,-3.204276
"Bovidae","Syncerus caffer",10,2010,34.753447,-2.628501
