"family","species","month","year","x","y"
"Elephantidae","Loxodonta africana",6,2012,34.086782,-2.276964
"Bovidae","Syncerus caffer",6,2012,35.75882,-3.5614
"Bovidae","Syncerus caffer",6,2012,35.449649,-3.230564
"Felidae","Panthera pardus",6,2012,34.964466,-2.475424
"Elephantidae","Loxodonta africana",6,2012,35.132623,-1.883995
"Bovidae","Syncerus caffer",6,2012,35.733925,-3.0035
"Elephantidae","Loxodonta africana",6,2012,35.611162,-3.004654
"Elephantidae","Loxodonta africana",6,2012,35.972189,-3.429279
"Bovidae","Syncerus caffer",6,2012,35.120843,-1.948731
"Elephantidae","Loxodonta africana",6,2012,35.036549,-1.983431
"Felidae","Panthera leo",6,2012,34.332493,-2.114033
"Felidae","Panthera leo",6,2012,34.827496,-2.442623
"Rhinocerotidae","Diceros bicornis",6,2012,35.439176,-3.00225
"Elephantidae","Loxodonta africana",6,2012,34.985029,-2.610348
"Felidae","Panthera pardus",6,2012,34.899282,-2.520544
"Rhinocerotidae","Diceros bicornis",6,2012,35.598927,-3.026299
"Bovidae","Syncerus caffer",6,2012,35.643418,-3.299951
"Felidae","Panthera leo",6,2012,35.706929,-3.350024
"Elephantidae","Loxodonta africana",11,2008,36.805021,-7.853453
"Elephantidae","Loxodonta africana",11,2008,37.286555,-6.991652
"Bovidae","Syncerus caffer",2,2002,35.427103,-3.054314
"Felidae","Panthera pardus",2,2002,34.780589,-2.286454
"Felidae","Panthera leo",2,2002,35.474244,-3.089401
"Elephantidae","Loxodonta africana",2,2002,35.627,-3.465851
"Elephantidae","Loxodonta africana",5,2010,37.279797,-7.173397
"Bovidae","Syncerus caffer",5,2010,37.363017,-7.104971
"Felidae","Panthera leo",10,2010,34.766518,-2.589822
"Elephantidae","Loxodonta africana",10,2007,35.925574,-3.938944
"Elephantidae","Loxodonta africana",10,2007,35.541026,-3.35838
"Felidae","Panthera pardus",10,2007,35.889235,-3.905407
"Bovidae","Syncerus caffer",10,2007,35.48374,-3.098069
"Bovidae","Syncerus caffer",10,2007,35.888447,-3.906612
"Elephantidae","Loxodonta africana",10,2007,35.918515,-3.946109
"Felidae","Panthera leo",10,2007,35.466303,-3.052463
"Elephantidae","Loxodonta africana",10,2007,35.583946,-3.283706
"Bovidae","Syncerus caffer",10,2007,35.40501,-3.348187
"Bovidae","Syncerus caffer",11,2007,34.999882,-7.736234
"Elephantidae","Loxodonta africana",11,2007,37.384106,-6.844716
"Elephantidae","Loxodonta africana",11,2007,34.961647,-7.730533
"Felidae","Panthera leo",11,2007,34.908651,-7.747652
"Bovidae","Syncerus caffer",2,2017,36.976257,-3.29979
"Bovidae","Syncerus caffer",1,2025,36.821015,-3.328278
"Elephantidae","Loxodonta africana",6,2015,35.726292,-3.231238
"Elephantidae","Loxodonta africana",1,2026,35.899186,-3.784828
"Bovidae","Syncerus caffer",2,2017,36.049973,-3.914824
"Elephantidae","Loxodonta africana",9,2025,34.822303,-7.555934
"Elephantidae","Loxodonta africana",1,2026,35.410255,-3.187924
"Rhinocerotidae","Diceros bicornis",10,2025,35.466538,-3.08943
"Felidae","Panthera leo",1,2026,35.731679,-3.136021
"Elephantidae","Loxodonta africana",9,2025,34.900614,-7.716148
"Elephantidae","Loxodonta africana",3,2013,38.140774,-7.705478
"Felidae","Panthera pardus",1,2026,34.932212,-2.400238
"Rhinocerotidae","Diceros bicornis",9,2025,37.866821,-3.85884
"Elephantidae","Loxodonta africana",3,2013,38.136391,-7.798159
"Felidae","Panthera leo",9,2025,37.125099,-7.211265
"Elephantidae","Loxodonta africana",9,2025,37.022201,-7.353041
"Felidae","Panthera pardus",9,2025,34.914293,-7.734149
"Elephantidae","Loxodonta africana",1,2026,35.98775,-3.574321
"Felidae","Panthera leo",12,2025,34.800739,-2.405969
"Felidae","Panthera leo",1,2026,35.764644,-3.087878
"Felidae","Panthera leo",1,2026,36.081052,-3.821211
"Felidae","Panthera leo",6,2015,35.68035,-3.356539
"Bovidae","Syncerus caffer",1,2026,35.439285,-3.113608
"Felidae","Panthera leo",1,2026,35.612309,-3.196291
"Bovidae","Syncerus caffer",9,2025,34.817044,-7.66965
"Felidae","Panthera leo",9,2025,34.969951,-7.625866
"Felidae","Panthera leo",8,2012,34.946604,-2.421028
"Elephantidae","Loxodonta africana",9,2025,34.815917,-7.773164
"Elephantidae","Loxodonta africana",12,2025,34.91597,-2.480639
"Rhinocerotidae","Diceros bicornis",1,2026,35.509657,-3.395495
"Bovidae","Syncerus caffer",6,2015,36.861198,-3.378713
"Felidae","Panthera leo",8,2012,34.825591,-2.589532
"Bovidae","Syncerus caffer",12,2025,36.96717,-3.351725
"Bovidae","Syncerus caffer",7,2025,35.547189,-3.053604
"Rhinocerotidae","Diceros bicornis",1,2026,35.466514,-3.076328
"Rhinocerotidae","Diceros bicornis",1,2026,35.427021,-3.05235
"Felidae","Panthera pardus",1,2026,34.523927,-2.063368
"Elephantidae","Loxodonta africana",5,2021,34.948564,-2.730746
"Bovidae","Syncerus caffer",9,2022,36.961073,-3.3167
"Bovidae","Syncerus caffer",5,2016,34.930801,-2.342261
"Felidae","Panthera pardus",5,2016,34.941132,-2.29212
"Elephantidae","Loxodonta africana",11,2025,35.816166,-3.973526
"Felidae","Panthera leo",1,2025,34.851289,-2.508837
"Elephantidae","Loxodonta africana",9,2022,36.160826,-3.785334
"Bovidae","Syncerus caffer",9,2022,36.929404,-3.326725
"Elephantidae","Loxodonta africana",12,2025,34.877,-2.410227
"Bovidae","Syncerus caffer",12,2025,34.73311,-2.407246
"Elephantidae","Loxodonta africana",9,2022,36.175425,-3.700307
"Elephantidae","Loxodonta africana",4,2025,37.197313,-7.358536
"Rhinocerotidae","Diceros bicornis",12,2025,35.552597,-3.141188
"Bovidae","Syncerus caffer",12,2025,34.91822,-2.449967
"Felidae","Panthera leo",1,2021,34.494101,-6.793365
"Bovidae","Syncerus caffer",8,2012,35.934493,-3.439116
"Felidae","Panthera pardus",12,2025,34.89257,-2.422985
"Felidae","Panthera pardus",5,2016,34.828313,-2.3827
"Felidae","Panthera leo",12,2025,34.786084,-2.493494
"Elephantidae","Loxodonta africana",12,2025,35.967837,-3.653427
"Felidae","Panthera leo",12,2025,34.807433,-2.307954
"Felidae","Panthera leo",5,2016,34.972434,-2.297233
"Bovidae","Syncerus caffer",7,2000,35.952173,-3.701472
"Felidae","Panthera leo",5,2016,34.839897,-2.286711
"Rhinocerotidae","Diceros bicornis",7,2025,34.922771,-2.527513
"Elephantidae","Loxodonta africana",10,2025,35.404464,-3.129256
"Bovidae","Syncerus caffer",12,2025,35.598904,-3.307709
"Elephantidae","Loxodonta africana",12,2025,34.973159,-2.544837
"Elephantidae","Loxodonta africana",10,2025,34.603439,-2.275574
"Felidae","Panthera pardus",10,2025,34.600581,-2.355253
"Elephantidae","Loxodonta africana",12,2025,36.174225,-3.766703
"Bovidae","Syncerus caffer",12,2025,34.85819,-2.455705
"Elephantidae","Loxodonta africana",9,2022,36.133852,-3.628892
"Felidae","Panthera pardus",12,2025,34.893681,-2.540373
"Felidae","Panthera leo",5,2021,34.863068,-2.605617
"Elephantidae","Loxodonta africana",9,2022,35.975711,-3.789722
"Felidae","Panthera leo",12,2025,34.804528,-2.282795
"Elephantidae","Loxodonta africana",7,2025,34.641884,-2.515722
"Elephantidae","Loxodonta africana",5,2016,34.878176,-2.32427
"Felidae","Panthera leo",12,2025,35.060049,-2.577956
"Felidae","Panthera leo",12,2025,35.168986,-2.693744
"Rhinocerotidae","Diceros bicornis",5,2021,35.543636,-3.378496
"Elephantidae","Loxodonta africana",5,2016,34.854627,-2.353841
"Bovidae","Syncerus caffer",10,2025,35.588988,-3.197789
"Felidae","Panthera pardus",5,2016,34.948266,-2.210207
"Elephantidae","Loxodonta africana",5,2016,34.900275,-2.31153
"Elephantidae","Loxodonta africana",12,2025,34.840152,-7.789443
"Elephantidae","Loxodonta africana",1,2021,34.971626,-6.378254
"Felidae","Panthera leo",12,2025,35.930712,-3.570348
"Elephantidae","Loxodonta africana",9,2022,36.133649,-3.608653
"Felidae","Panthera pardus",8,2002,36.005547,-4.14581
"Felidae","Panthera leo",4,2025,37.18914,-7.27162
"Bovidae","Syncerus caffer",5,2016,34.911676,-2.202895
"Elephantidae","Loxodonta africana",5,2016,34.84196,-2.338642
"Bovidae","Syncerus caffer",6,2023,36.060289,-4.000783
"Felidae","Panthera pardus",5,2016,34.985457,-2.242248
"Felidae","Panthera pardus",12,2025,34.858352,-2.403395
"Rhinocerotidae","Diceros bicornis",12,2025,35.626347,-3.026353
"Felidae","Panthera pardus",12,2025,34.849379,-2.472653
"Elephantidae","Loxodonta africana",5,2016,34.823396,-2.317508
"Elephantidae","Loxodonta africana",9,2022,36.141638,-3.698832
"Felidae","Panthera pardus",7,2025,34.822021,-2.58899
"Felidae","Panthera leo",7,2025,35.087209,-2.468713
"Felidae","Panthera pardus",5,2016,34.881853,-2.251819
"Elephantidae","Loxodonta africana",9,2022,36.056454,-3.652353
"Felidae","Panthera pardus",8,2012,34.926613,-2.705307
"Elephantidae","Loxodonta africana",5,2016,34.689535,-2.238784
"Elephantidae","Loxodonta africana",5,2016,34.668331,-2.208635
"Felidae","Panthera pardus",5,2016,34.732143,-2.318245
"Bovidae","Syncerus caffer",5,2016,35.529275,-3.194653
"Felidae","Panthera leo",5,2016,35.579695,-3.192128
"Elephantidae","Loxodonta africana",1,2008,35.889585,-3.337096
"Felidae","Panthera pardus",9,2025,34.831658,-2.403094
"Bovidae","Syncerus caffer",5,2016,35.584861,-3.162083
"Felidae","Panthera leo",12,2025,34.79777,-2.553835
"Elephantidae","Loxodonta africana",8,2015,31.106868,-6.848013
"Elephantidae","Loxodonta africana",5,2016,35.872455,-3.693793
"Bovidae","Syncerus caffer",8,2015,31.117494,-6.974754
"Bovidae","Syncerus caffer",9,2025,35.539049,-3.000902
"Bovidae","Syncerus caffer",5,2016,34.750386,-2.359209
"Elephantidae","Loxodonta africana",8,2015,31.116302,-6.85674
"Bovidae","Syncerus caffer",6,2018,35.747487,-3.136887
"Bovidae","Syncerus caffer",7,2025,34.848249,-2.355913
"Felidae","Panthera leo",5,2016,35.474673,-3.051032
"Felidae","Panthera leo",5,2016,35.570462,-3.167996
"Felidae","Panthera leo",8,2015,31.060301,-6.931244
"Elephantidae","Loxodonta africana",12,2025,34.673269,-2.599253
"Felidae","Panthera pardus",8,2016,31.153828,-6.925533
"Felidae","Panthera leo",9,2025,36.136834,-3.797144
"Elephantidae","Loxodonta africana",5,2016,34.719615,-2.289124
"Felidae","Panthera leo",12,2025,34.624261,-2.406515
"Felidae","Panthera pardus",8,2015,31.129227,-6.938833
"Bovidae","Syncerus caffer",5,2016,35.881344,-3.789715
"Elephantidae","Loxodonta africana",9,2025,35.922615,-3.488677
"Elephantidae","Loxodonta africana",7,2000,37.439086,-7.150596
"Elephantidae","Loxodonta africana",8,2015,31.004969,-6.987901
"Elephantidae","Loxodonta africana",5,2016,35.557092,-3.086664
"Bovidae","Syncerus caffer",9,2025,35.570864,-3.059776
"Elephantidae","Loxodonta africana",11,2025,36.083203,-4.074463
"Bovidae","Syncerus caffer",5,2016,36.841389,-3.259728
"Elephantidae","Loxodonta africana",7,2025,34.861728,-1.510533
"Felidae","Panthera leo",11,2025,34.792887,-2.455819
"Elephantidae","Loxodonta africana",12,2025,34.632373,-2.73884
"Felidae","Panthera leo",11,2025,34.798605,-2.477246
"Elephantidae","Loxodonta africana",11,2025,34.72681,-2.456817
"Bovidae","Syncerus caffer",11,2025,35.480515,-3.359267
"Felidae","Panthera leo",2,2025,35.997025,-3.515533
"Bovidae","Syncerus caffer",11,2025,35.472974,-3.024405
"Felidae","Panthera leo",11,2025,34.736051,-2.564558
"Elephantidae","Loxodonta africana",11,2025,36.04605,-4.097576
"Felidae","Panthera leo",11,2025,35.45198,-3.060411
"Rhinocerotidae","Diceros bicornis",11,2025,35.579742,-3.189968
"Elephantidae","Loxodonta africana",11,2025,34.692848,-2.496062
"Rhinocerotidae","Diceros bicornis",11,2025,35.432399,-3.199125
"Felidae","Panthera pardus",2,2025,34.909289,-3.048846
"Felidae","Panthera leo",11,2025,34.774132,-2.476745
"Elephantidae","Loxodonta africana",7,2025,34.789995,-2.197768
"Elephantidae","Loxodonta africana",11,2025,36.093132,-4.008524
"Elephantidae","Loxodonta africana",11,2025,34.783512,-2.564118
"Bovidae","Syncerus caffer",11,2025,35.587922,-3.04449
"Elephantidae","Loxodonta africana",11,2025,36.186192,-4.056314
"Elephantidae","Loxodonta africana",11,2025,34.629846,-2.482193
"Bovidae","Syncerus caffer",11,2025,35.566738,-3.002647
"Elephantidae","Loxodonta africana",11,2025,34.68185,-2.401513
"Bovidae","Syncerus caffer",5,2016,36.922706,-3.232366
"Felidae","Panthera leo",2,2025,35.888591,-3.537324
"Felidae","Panthera leo",11,2025,34.719917,-2.436638
"Felidae","Panthera leo",11,2025,36.034397,-4.073406
"Bovidae","Syncerus caffer",11,2025,36.027368,-4.193536
"Elephantidae","Loxodonta africana",11,2025,36.119105,-4.130071
"Felidae","Panthera pardus",11,2025,34.713415,-2.58489
"Rhinocerotidae","Diceros bicornis",11,2025,35.569443,-3.281443
"Elephantidae","Loxodonta africana",11,2025,35.563241,-3.160296
"Elephantidae","Loxodonta africana",11,2025,36.125717,-4.11527
"Elephantidae","Loxodonta africana",11,2025,34.766829,-2.405214
"Bovidae","Syncerus caffer",5,2016,36.800436,-3.364645
"Felidae","Panthera leo",11,2025,35.468939,-3.196355
"Felidae","Panthera pardus",11,2025,34.79533,-2.584811
"Felidae","Panthera leo",11,2025,34.685792,-2.424639
"Felidae","Panthera leo",11,2025,36.110011,-4.01163
"Felidae","Panthera leo",11,2025,34.636994,-2.579902
"Felidae","Panthera leo",11,2025,35.457533,-3.116568
"Rhinocerotidae","Diceros bicornis",11,2025,35.403174,-3.133452
"Felidae","Panthera pardus",1,2025,36.162584,-3.892284
"Bovidae","Syncerus caffer",12,2025,34.746141,-2.707852
"Felidae","Panthera leo",2,2025,34.973375,-2.303074
"Bovidae","Syncerus caffer",10,2025,36.135903,-4.152364
"Elephantidae","Loxodonta africana",2,2025,34.851136,-2.289069
"Bovidae","Syncerus caffer",2,2025,34.871767,-2.538921
"Felidae","Panthera leo",2,2025,35.16719,-2.528482
"Felidae","Panthera pardus",12,2025,34.868297,-2.545303
"Felidae","Panthera leo",2,2025,35.887197,-3.38571
"Felidae","Panthera leo",11,2025,35.489828,-3.254917
"Elephantidae","Loxodonta africana",2,2025,34.922477,-2.497253
"Bovidae","Syncerus caffer",2,2025,35.500357,-3.329441
"Elephantidae","Loxodonta africana",2,2025,35.449311,-3.386079
"Felidae","Panthera pardus",2,2025,34.914826,-3.121027
"Felidae","Panthera leo",2,2025,36.048244,-3.635724
"Felidae","Panthera pardus",12,2025,34.810538,-2.546559
"Rhinocerotidae","Diceros bicornis",2,2025,35.463358,-3.397737
"Bovidae","Syncerus caffer",11,2025,35.52686,-3.386575
"Felidae","Panthera leo",2,2025,35.080402,-2.61528
"Elephantidae","Loxodonta africana",5,2019,34.933649,-2.263524
"Felidae","Panthera leo",11,2025,34.661229,-2.318363
"Bovidae","Syncerus caffer",5,2019,34.829435,-2.266863
"Bovidae","Syncerus caffer",11,2025,34.79412,-2.200345
"Elephantidae","Loxodonta africana",5,2025,35.649719,-3.409749
"Bovidae","Syncerus caffer",1,2008,36.89321,-3.235176
"Bovidae","Syncerus caffer",2,2025,35.477787,-3.239313
"Felidae","Panthera leo",2,2025,35.076021,-2.495987
"Elephantidae","Loxodonta africana",2,2025,34.985839,-2.217257
"Elephantidae","Loxodonta africana",2,2025,34.952295,-2.565607
"Elephantidae","Loxodonta africana",2,2025,34.884507,-2.399702
"Elephantidae","Loxodonta africana",7,2022,35.002925,-1.967291
"Elephantidae","Loxodonta africana",10,2025,34.998677,-2.548157
"Elephantidae","Loxodonta africana",12,2025,34.792255,-2.648987
"Elephantidae","Loxodonta africana",2,2025,35.92068,-3.421968
"Bovidae","Syncerus caffer",2,2025,34.949812,-2.234082
"Felidae","Panthera leo",12,2025,34.936718,-2.544658
"Elephantidae","Loxodonta africana",12,2025,34.864194,-2.568267
"Felidae","Panthera leo",10,2025,34.865075,-2.556803
"Felidae","Panthera pardus",11,2025,34.833926,-2.00267
"Elephantidae","Loxodonta africana",2,2025,34.649041,-2.439796
"Elephantidae","Loxodonta africana",2,2025,35.895256,-3.573046
"Elephantidae","Loxodonta africana",2,2025,35.50168,-3.344149
"Elephantidae","Loxodonta africana",11,2025,34.946646,-2.481733
"Felidae","Panthera leo",2,2025,35.190723,-3.025431
"Felidae","Panthera leo",2,2025,34.990541,-2.514057
"Elephantidae","Loxodonta africana",2,2025,36.114411,-3.747394
"Elephantidae","Loxodonta africana",2,2025,35.528304,-3.052228
"Felidae","Panthera leo",5,2025,36.189979,-4.175653
"Felidae","Panthera leo",2,2025,34.939137,-2.924214
"Elephantidae","Loxodonta africana",2,2025,35.890408,-3.484486
"Felidae","Panthera leo",12,2025,35.034796,-2.480267
"Felidae","Panthera leo",2,2025,35.448362,-3.079835
"Felidae","Panthera leo",11,2025,34.686512,-2.506113
"Felidae","Panthera leo",5,2019,34.962411,-2.27988
"Felidae","Panthera leo",12,2025,34.796642,-2.48574
"Bovidae","Syncerus caffer",12,2022,31.172501,-6.902278
"Elephantidae","Loxodonta africana",2,2025,35.791938,-3.412735
"Elephantidae","Loxodonta africana",11,2025,34.916004,-2.420645
"Felidae","Panthera leo",2,2025,35.044179,-2.529043
"Bovidae","Syncerus caffer",9,2025,34.971815,-2.391307
"Felidae","Panthera leo",2,2025,35.08415,-2.457913
"Elephantidae","Loxodonta africana",11,2025,34.880194,-2.408148
"Felidae","Panthera leo",2,2025,35.104112,-3.178745
"Felidae","Panthera leo",11,2025,35.40091,-3.23391
"Elephantidae","Loxodonta africana",2,2025,35.815655,-3.745315
"Rhinocerotidae","Diceros bicornis",2,2025,35.513376,-3.011208
"Felidae","Panthera leo",10,2025,34.772614,-1.861855
"Felidae","Panthera leo",11,2025,35.528562,-3.367437
"Bovidae","Syncerus caffer",1,2008,36.881686,-3.356195
"Felidae","Panthera leo",12,2025,34.726278,-2.220584
"Felidae","Panthera leo",2,2025,35.019972,-2.563021
"Elephantidae","Loxodonta africana",11,2025,34.923638,-2.507776
"Bovidae","Syncerus caffer",2,2025,34.936739,-2.593927
"Bovidae","Syncerus caffer",11,2025,34.602446,-2.38454
"Felidae","Panthera leo",2,2020,35.444651,-3.295264
"Felidae","Panthera leo",2,2020,35.584491,-3.29935
"Bovidae","Syncerus caffer",2,2020,35.477309,-3.379352
"Bovidae","Syncerus caffer",2,2020,34.842536,-2.348852
"Felidae","Panthera leo",2,2020,34.936983,-2.365233
"Elephantidae","Loxodonta africana",1,2020,36.159775,-4.151875
"Felidae","Panthera leo",2,2020,35.482938,-3.312843
"Rhinocerotidae","Diceros bicornis",2,2020,35.482364,-3.378887
"Felidae","Panthera leo",2,2020,35.884132,-3.408336
"Elephantidae","Loxodonta africana",1,2020,36.037795,-4.016533
"Bovidae","Syncerus caffer",2,2020,34.967693,-2.239813
"Felidae","Panthera leo",11,2025,34.882086,-7.724758
"Felidae","Panthera leo",8,2011,35.423728,-3.180661
"Felidae","Panthera pardus",2,2020,35.928009,-3.499575
"Elephantidae","Loxodonta africana",1,2020,36.127871,-4.166283
"Elephantidae","Loxodonta africana",1,2020,36.004688,-4.026384
"Felidae","Panthera leo",1,2020,36.003444,-4.160839
"Felidae","Panthera leo",2,2020,34.893556,-2.368098
"Bovidae","Syncerus caffer",2,2020,35.535918,-3.309119
"Elephantidae","Loxodonta africana",1,2020,36.150199,-4.176376
"Bovidae","Syncerus caffer",2,2020,34.951254,-2.317966
"Elephantidae","Loxodonta africana",1,2020,36.039456,-4.068538
"Elephantidae","Loxodonta africana",2,2020,35.595408,-3.376091
"Bovidae","Syncerus caffer",2,2020,34.867391,-2.391962
"Rhinocerotidae","Diceros bicornis",2,2020,35.415201,-3.30055
"Bovidae","Syncerus caffer",2,2020,34.938291,-2.30243
"Elephantidae","Loxodonta africana",2,2020,35.514013,-3.347789
"Elephantidae","Loxodonta africana",1,2020,36.070602,-4.068328
"Bovidae","Syncerus caffer",1,2024,38.793233,-5.811289
"Elephantidae","Loxodonta africana",2,2020,35.538433,-3.357559
"Felidae","Panthera leo",2,2020,35.48171,-3.318888
"Bovidae","Syncerus caffer",2,2020,34.971606,-2.216152
"Felidae","Panthera leo",10,2025,34.987343,-2.569942
"Bovidae","Syncerus caffer",2,2020,35.546845,-3.229936
"Felidae","Panthera pardus",8,2011,34.973096,-2.56938
"Felidae","Panthera leo",2,2020,35.928987,-3.571945
"Felidae","Panthera leo",2,2020,35.584944,-3.271483
"Elephantidae","Loxodonta africana",2,2020,35.577376,-3.31104
"Elephantidae","Loxodonta africana",1,2020,36.111149,-4.134471
"Elephantidae","Loxodonta africana",2,2024,38.015091,-4.67381
"Felidae","Panthera leo",2,2020,35.917348,-3.581164
"Felidae","Panthera leo",2,2020,35.119444,-2.815472
"Elephantidae","Loxodonta africana",5,2019,35.279226,-3.123859
"Elephantidae","Loxodonta africana",2,2024,35.93258,-3.667404
"Elephantidae","Loxodonta africana",2,2020,35.445758,-3.302694
"Bovidae","Syncerus caffer",2,2020,34.85607,-2.373379
"Felidae","Panthera leo",2,2024,36.164577,-4.0109
"Elephantidae","Loxodonta africana",1,2020,36.085522,-4.039039
"Elephantidae","Loxodonta africana",1,2020,36.05051,-4.060916
"Bovidae","Syncerus caffer",11,2017,34.413076,-2.124954
"Bovidae","Syncerus caffer",10,2012,36.032066,-3.8391
"Bovidae","Syncerus caffer",10,2012,36.89365,-3.225183
"Bovidae","Syncerus caffer",8,2018,35.55275,-3.229139
"Bovidae","Syncerus caffer",2,2013,37.953129,-7.683571
"Bovidae","Syncerus caffer",10,2010,36.875133,-3.3048
"Bovidae","Syncerus caffer",7,2022,36.038521,-3.929383
"Bovidae","Syncerus caffer",10,2014,37.935863,-7.656655
"Bovidae","Syncerus caffer",8,2018,35.517806,-3.168083
"Bovidae","Syncerus caffer",10,2017,31.218056,-6.9075
"Bovidae","Syncerus caffer",4,2016,34.763819,-2.434661
"Bovidae","Syncerus caffer",10,2017,31.156389,-6.891389
"Bovidae","Syncerus caffer",10,2014,37.992268,-7.714904
"Bovidae","Syncerus caffer",9,2016,34.888333,-7.601111
"Bovidae","Syncerus caffer",10,2015,37.380037,-6.93811
"Bovidae","Syncerus caffer",8,2018,35.585556,-3.138528
"Bovidae","Syncerus caffer",12,2012,34.805062,-2.411447
"Bovidae","Syncerus caffer",7,2010,34.93103,-2.317208
"Bovidae","Syncerus caffer",9,2016,35.0125,-7.584444
"Bovidae","Syncerus caffer",8,2018,35.608028,-3.158611
"Bovidae","Syncerus caffer",8,2018,34.896722,-1.610583
"Felidae","Panthera leo",1,2016,34.632816,-2.422711
"Bovidae","Syncerus caffer",11,2021,30.857178,-6.756153
"Rhinocerotidae","Diceros bicornis",9,2025,35.438183,-3.368241
"Bovidae","Syncerus caffer",7,2022,35.705408,-3.022139
"Felidae","Panthera leo",6,2010,35.652993,-3.068361
"Felidae","Panthera leo",7,2022,35.558916,-3.229974
"Felidae","Panthera pardus",5,2024,34.668474,-2.450334
"Elephantidae","Loxodonta africana",11,2021,31.334231,-6.806026
"Felidae","Panthera pardus",9,2025,35.094223,-2.193683
"Rhinocerotidae","Diceros bicornis",1,2016,35.538388,-3.143651
"Felidae","Panthera pardus",10,2025,34.838761,-2.566514
"Bovidae","Syncerus caffer",1,2016,35.525193,-3.035041
"Elephantidae","Loxodonta africana",10,2025,35.991649,-3.655502
"Felidae","Panthera pardus",11,2025,34.853613,-2.478499
"Elephantidae","Loxodonta africana",5,2022,35.900938,-3.615613
"Elephantidae","Loxodonta africana",9,2025,36.11511,-3.940393
"Elephantidae","Loxodonta africana",1,2016,35.452355,-3.157768
"Felidae","Panthera leo",9,2025,36.032984,-3.854074
"Felidae","Panthera leo",7,2018,35.633417,-3.003095
"Elephantidae","Loxodonta africana",8,2019,35.951836,-3.80549
"Elephantidae","Loxodonta africana",8,2019,36.026333,-3.861012
"Felidae","Panthera leo",8,2019,34.743915,-2.348256
"Elephantidae","Loxodonta africana",8,2019,36.114909,-3.942584
"Felidae","Panthera pardus",8,2019,34.421904,-2.267395
"Felidae","Panthera leo",8,2019,34.465293,-2.295442
"Felidae","Panthera leo",8,2022,34.710269,-2.778666
"Felidae","Panthera leo",8,2019,34.588458,-2.26738
"Felidae","Panthera leo",8,2022,35.546453,-3.045958
"Elephantidae","Loxodonta africana",8,2019,34.485762,-2.372879
"Felidae","Panthera leo",8,2019,34.466624,-2.308087
"Felidae","Panthera leo",8,2019,34.4604,-2.322629
"Bovidae","Syncerus caffer",8,2019,34.487052,-2.384014
"Elephantidae","Loxodonta africana",4,2023,34.938094,-2.350684
"Felidae","Panthera leo",8,2019,35.488276,-3.001822
"Felidae","Panthera leo",8,2019,35.477123,-3.149089
"Felidae","Panthera leo",8,2019,34.716893,-2.423633
"Felidae","Panthera pardus",4,2023,34.864453,-2.358704
"Felidae","Panthera leo",8,2019,34.554646,-2.32406
"Elephantidae","Loxodonta africana",8,2019,36.038748,-3.93017
"Felidae","Panthera leo",8,2019,34.457332,-2.286372
"Bovidae","Syncerus caffer",10,2025,36.199131,-3.886031
"Elephantidae","Loxodonta africana",8,2019,36.190054,-3.980174
"Rhinocerotidae","Diceros bicornis",4,2023,35.55585,-3.147782
"Elephantidae","Loxodonta africana",8,2019,36.111787,-3.974073
"Elephantidae","Loxodonta africana",8,2019,36.181332,-3.814701
"Elephantidae","Loxodonta africana",8,2019,36.081722,-3.816561
"Elephantidae","Loxodonta africana",8,2019,36.166095,-3.837206
"Felidae","Panthera leo",8,2019,34.733818,-2.348223
"Elephantidae","Loxodonta africana",8,2019,36.133019,-3.877365
"Felidae","Panthera leo",8,2019,34.523978,-2.218324
"Elephantidae","Loxodonta africana",8,2019,35.0825,-2.493641
"Felidae","Panthera leo",8,2019,34.536421,-2.387523
"Bovidae","Syncerus caffer",8,2019,34.724217,-2.224247
"Felidae","Panthera leo",8,2019,34.740957,-2.363151
"Elephantidae","Loxodonta africana",11,2025,36.0317,-4.022614
"Felidae","Panthera leo",8,2019,34.701131,-2.292267
"Bovidae","Syncerus caffer",4,2023,34.865451,-2.394483
"Elephantidae","Loxodonta africana",8,2019,35.967348,-3.89465
"Felidae","Panthera leo",8,2019,34.965008,-2.224673
"Felidae","Panthera pardus",8,2019,35.067003,-2.30307
"Felidae","Panthera leo",8,2019,34.614765,-2.509256
"Elephantidae","Loxodonta africana",8,2019,36.160906,-3.958771
"Felidae","Panthera leo",8,2019,34.497788,-2.273204
"Elephantidae","Loxodonta africana",8,2019,36.012031,-3.884167
"Felidae","Panthera leo",4,2023,34.912499,-3.000028
"Felidae","Panthera leo",8,2019,34.718788,-2.398581
"Felidae","Panthera leo",2,2023,35.531988,-3.045181
"Felidae","Panthera leo",11,2024,35.997869,-3.659945
"Elephantidae","Loxodonta africana",10,2025,35.983426,-3.649224
"Felidae","Panthera leo",10,2025,37.182031,-7.381685
"Felidae","Panthera pardus",10,2025,34.675271,-1.886651
"Felidae","Panthera leo",10,2025,37.085126,-7.374769
"Elephantidae","Loxodonta africana",10,2025,37.123826,-7.399687
"Bovidae","Syncerus caffer",2,2023,35.483621,-3.169146
"Felidae","Panthera leo",9,2025,34.966362,-2.356688
"Felidae","Panthera leo",10,2025,34.712476,-1.956754
"Elephantidae","Loxodonta africana",11,2024,35.893097,-3.657558
"Elephantidae","Loxodonta africana",10,2025,37.157859,-7.290293
"Felidae","Panthera leo",10,2025,37.154639,-7.366137
"Elephantidae","Loxodonta africana",2,2023,35.430985,-3.181667
